ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
515901,Basketball Net,Metal,Parks,POINT (-113.4355244425033 53.59378304203295),215,169,2,3,7
364295,Basketball Net,Metal,Parks,POINT (-113.48804603171786 53.634505763691195),299,190,1,2,6
31812,Tetherball Pole,Metal,Parks,POINT (-113.37935403158112 53.60471955481444),105,210,2,3,7
345481,Home plate,Plastic,Parks,POINT (-113.51325860606129 53.56198449107702),3,220,3,1,5
536611,Basketball Net,Metal,Community League,POINT (-113.49374814799334 53.52216898088245),315,12,6,5,11
,Home plate,Wood,Unknown,POINT (-113.50696197855116 53.46342001379946),274,173,6,6,2
432760,Tetherball Pole,Metal,Parks,POINT (-113.44218447895683 53.460678957170536),53,56,9,7,3
31694,Tetherball Pole,Metal,Parks,POINT (-113.4556703441629 53.581254018383795),207,154,4,3,10
477518,Funnel ball,Plastic,Parks,POINT (-113.43426817293974 53.54342855470945),394,103,4,5,11
480873,Basketball Net,Metal,Community League,POINT (-113.55680131756219 53.54743811772741),139,196,3,5,9
343064,Home plate,Plastic,Parks,POINT (-113.43089693075952 53.60763285971046),149,182,2,3,7
414424,Other,Plastic,Parks,POINT (-113.47975999048734 53.460939545130806),115,237,9,7,3
476275,Pitching Board,Plastic,Parks,POINT (-113.39188275753024 53.61350451107832),336,184,2,3,7
518023,Pitching Board,Plastic,Parks,POINT (-113.62564156121924 53.50835395517166),60,97,5,4,8
523325,Basketball Net,Metal,School Board,POINT (-113.45300898482618 53.54432422260749),293,1,4,5,11
434536,Home plate,Plastic,Parks,POINT (-113.42690057964114 53.44786505536984),245,14,9,7,3
31570,Basketball Net,Metal,Community League,POINT (-113.62114971619008 53.516495535267026),10,96,3,4,8
527702,Basketball Net,Metal,Parks,POINT (-113.43333544679221 53.52348279171609),266,75,7,5,11
485143,Net Post,Metal,Parks,POINT (-113.51360432484616 53.51938221440435),286,9,6,5,11
31624,Chin-up Bar,Metal,School Board,POINT (-113.45293498733902 53.52220911196674),22,80,7,5,11
739039,Pitching Board,Plastic,Parks,POINT (-113.40231236508151 53.546388049861825),394,30,4,5,11
538916,Funnel ball,Metal,School Board,POINT (-113.62258778308659 53.516392262951676),10,96,3,4,8
31727,Funnel ball,Plastic,School Board,POINT (-113.45727960903069 53.60611836925157),15,165,2,3,10
518645,Basketball Net,Metal,School Board,POINT (-113.42427990376184 53.55175872120475),41,31,4,5,11
31728,Funnel ball,Plastic,School Board,POINT (-113.45706390247645 53.60608184878837),15,165,2,3,10
414435,Other,Metal,Parks,POINT (-113.48263656094615 53.46237243961689),115,237,9,7,3
540105,Net Post,Metal,Parks,POINT (-113.60459506363807 53.52851241103009),92,93,5,4,1
501018,Net Post,Metal,Parks,POINT (-113.45194623023502 53.56355575311864),130,153,4,3,10
760415,Mileage Marker,Metal,Citizen Services,POINT (-113.46344002505774 53.553037824722225),289,1,4,5,11
750581,Net Post,Metal,Community League,POINT (-113.60416154076505 53.50621190762679),221,179,5,4,8
,Other,Metal,Unknown,POINT (-113.46856927568881 53.54317104848748),352,153,4,5,9
498363,Skateboard Fixture,Metal,Parks,POINT (-113.50441848602588 53.46474607593503),274,173,6,6,2
750579,Net Post,Metal,Community League,POINT (-113.60443086072202 53.50620511781524),221,179,5,4,8
31919,Tetherball Pole,Metal,School Board,POINT (-113.55048062301903 53.59720192359416),86,50,1,1,5
429487,Funnel ball,Plastic,Parks,POINT (-113.44865657049581 53.445983900331974),117,34,9,7,3
532792,Home plate,Plastic,Parks,POINT (-113.6050664101897 53.51154100555796),208,16,5,4,8
459920,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.54202760914517 53.49955862946925),277,185,6,5,2
31677,Basketball Net,Metal,Community League,POINT (-113.47309196959434 53.54172488176527),352,153,4,5,9
,Home plate,Plastic,Unknown,POINT (-113.56822330478822 53.521927283460755),32,115,5,5,1
31659,Funnel ball,Plastic,Parks,POINT (-113.40062440841453 53.47535813244673),125,58,7,7,3
527714,Skateboard Fixture,Metal,Parks,POINT (-113.43729261525156 53.522285694075315),266,75,7,5,11
531343,Home plate,Plastic,Parks,POINT (-113.55590503504746 53.55522339890974),14,195,3,5,9
724444,Home plate,Plastic,Parks,POINT (-113.48599049270568 53.63654244044965),299,190,1,2,6
484153,Skateboard Fixture,Metal,Parks,POINT (-113.51947478753313 53.51136586502075),59,18,6,5,11
,Home plate,Plastic,Unknown,POINT (-113.5239418568677 53.61820561598975),190,122,1,1,6
31872,Basketball Net,Wood,Parks,POINT (-113.5819172435353 53.5478307904469),84,188,3,1,1
32036,Basketball Net,Metal,Parks,POINT (-113.50438441242352 53.63225333266095),248,140,1,2,6
430263,Home plate,Plastic,Parks,POINT (-113.62304694161988 53.499505442850165),25,25,5,4,8
523567,Basketball Net,Metal,School Board,POINT (-113.42887921062892 53.54782298134294),67,103,4,5,11
726665,Home plate,Plastic,Parks,POINT (-113.5220638325561 53.61874565629744),190,122,1,1,6
341192,Home plate,Plastic,Parks,POINT (-113.45547464968725 53.608446898280796),167,166,2,3,6
31655,Basketball Net,Metal,Parks,POINT (-113.44632695312251 53.47980095072429),58,240,7,7,3
551041,Basketball Net,Metal,Parks,POINT (-113.58417815227456 53.52280444801714),39,83,5,4,1
336645,Basketball Net,Metal,School Board,POINT (-113.44351086811278 53.588741165713486),242,156,2,3,10
551072,Basketball Net,Metal,Community League,POINT (-113.49426499284445 53.52216996486109),315,12,6,5,11
551281,Basketball Net,Metal,School Board,POINT (-113.40106167299187 53.44968978267098),265,7,9,7,4
749581,Other,Wood,Parks,POINT (-113.52292921326497 53.53407903253355),344,144,4,5,9
613511,Basketball Net,Metal,Parks,POINT (-113.40017369804217 53.462913657201746),108,65,9,7,4
31749,Frisbee Golf,Metal,Parks,POINT (-113.39522637604809 53.554788689777),195,176,4,3,10
,Frisbee Golf,Metal,Unknown,POINT (-113.40096450613446 53.426974615255006),213,6,9,7,4
,Funnel ball,Plastic,Unknown,POINT (-113.60355217442329 53.54596053387583),30,87,3,1,1
340472,Home plate,Plastic,Parks,POINT (-113.54656876611722 53.560728839318955),104,48,3,1,5
363515,Home plate,Plastic,Parks,POINT (-113.44934216559642 53.62191668096706),278,167,2,2,6
531147,Home plate,Plastic,Parks,POINT (-113.46955221010839 53.515707816808884),157,74,7,5,3
532084,Net Post,Metal,Parks,POINT (-113.52268917703954 53.48130443216225),110,13,6,6,2
612454,Home plate,Plastic,Parks,POINT (-113.42690178405101 53.44668139637737),245,14,9,7,3
340565,Basketball Net,Metal,Community League,POINT (-113.58484462481422 53.521196303690374),39,83,5,4,1
494990,Home plate,Plastic,Parks,POINT (-113.38465085186499 53.55914199464558),195,176,4,3,10
31792,Basketball Net,Wood,Parks,POINT (-113.38950636894899 53.57373760819491),243,177,4,3,10
480869,Home plate,Plastic,Parks,POINT (-113.55500431652675 53.54354711907539),139,145,3,5,9
760447,Mileage Marker,Metal,Citizen Services,POINT (-113.45653772891428 53.5537378518657),289,1,4,5,11
540122,Basketball Net,Metal,School Board,POINT (-113.60572168695128 53.52531015405121),92,93,5,4,1
551098,Basketball Net,Unknown,Parks,POINT (-113.47243865113889 53.53578903960054),398,126,4,5,11
31894,Basketball Net,Metal,Parks,POINT (-113.55545898003423 53.56805197536407),19,209,3,1,5
440780,Basketball Net,Metal,Parks,POINT (-113.44938756277283 53.44287567584928),73,34,9,7,3
363795,Home plate,Plastic,Parks,POINT (-113.49397963156962 53.532631898271),366,24,4,5,9
498020,Basketball Net,Wood,Parks,POINT (-113.53005675981197 53.48489260261612),148,197,6,5,2
501021,Net Post,Metal,Parks,POINT (-113.45230345028955 53.56360618858672),130,153,4,3,10
530743,Pitching Board,Plastic,Parks,POINT (-113.45955201647271 53.621561555798316),169,167,2,2,6
439325,Skateboard Fixture,Metal,Parks,POINT (-113.41246008942154 53.4475017205925),250,7,9,7,4
31665,Tetherball Pole,Metal,School Board,POINT (-113.48756958910735 53.5600827702353),42,130,4,3,10
481512,Funnel ball,Plastic,School Board,POINT (-113.52318832547734 53.48876732008915),51,197,6,5,2
514378,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.540987500835 53.475139488789864),255,170,6,6,2
551044,Basketball Net,Metal,Parks,POINT (-113.58425910094037 53.522892210100274),39,83,5,4,1
518037,Foul Pole,Metal,Parks,POINT (-113.62393288347748 53.50591296305713),60,97,5,4,8
550989,Basketball Net,Metal,School Board,POINT (-113.5221244580751 53.48861305678943),51,197,6,5,2
538918,Funnel ball,Metal,School Board,POINT (-113.62169509066028 53.51625748489807),10,96,3,4,8
817866,Home plate,Plastic,Parks,POINT (-113.60295181927388 53.426005375664154),306,78,8,6,12
,Basketball Net,Metal,Unknown,POINT (-113.45039049088307 53.61015788268654),167,166,2,3,6
478686,Home plate,Plastic,Parks,POINT (-113.5052522158667 53.45887044695763),281,173,6,6,2
,Basketball Net,Metal,Unknown,POINT (-113.5048321678438 53.47839118704825),142,20,6,6,2
475143,Net Post,Metal,Parks,POINT (-113.54425739074055 53.499521295433986),277,185,6,5,2
459499,Net Post,Metal,Citizen Services,POINT (-113.4983580779924 53.51148401565982),13,10,6,5,11
31788,Frisbee Golf,Metal,Parks,POINT (-113.3870373989322 53.557738077547874),195,176,4,3,10
413124,Tetherball Pole,Metal,School Board,POINT (-113.45367068752762 53.45599541409948),52,238,9,7,3
815422,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.63651628206084 53.50578879395182),135,97,5,4,8
363188,Basketball Net,Metal,Community League,POINT (-113.42686699058748 53.47461928799191),46,57,7,7,3
31667,Tetherball Pole,Metal,School Board,POINT (-113.49665719502477 53.56657443116229),4,151,3,1,5
535060,Tetherball Pole,Metal,Parks,POINT (-113.45881014001466 53.44579723816987),118,34,9,7,3
,Home plate,Plastic,Unknown,POINT (-113.37124508466522 53.461062329986866),230,134,7,7,4
433042,Net Post,Plastic,Community League,POINT (-113.57027253390157 53.51663995134388),172,23,5,5,8
,Net Post,Metal,Unknown,POINT (-113.4442547660609 53.547118308774515),293,1,4,5,11
745942,Net Post,Metal,Community League,POINT (-113.58835709781835 53.50866925313206),68,16,5,4,8
481790,Other,Plastic,Parks,POINT (-113.50853675541197 53.48558166251968),26,19,6,5,2
430621,Basketball Net,Metal,School Board,POINT (-113.58245638286772 53.54785141679554),84,188,3,1,1
429990,Home plate,Plastic,Parks,POINT (-113.44726284264571 53.471714145188756),20,239,7,7,3
31901,Tetherball Pole,Metal,School Board,POINT (-113.56079816657906 53.57427769309589),49,215,3,1,5
532422,Basketball Net,Metal,Parks,POINT (-113.43832008748414 53.53206509668758),23,123,7,5,11
363044,Home plate,Plastic,Parks,POINT (-113.50232696580667 53.50852184854619),13,10,6,5,11
551134,Basketball Net,Unknown,School Board,POINT (-113.5437881470511 53.57757399161638),48,107,3,1,5
452102,Basketball Net,Metal,Community League,POINT (-113.45720594281356 53.476792501307735),225,240,7,7,3
473847,Home plate,Plastic,Parks,POINT (-113.50233665864036 53.59665938763849),37,224,1,2,5
340160,Home plate,Plastic,Parks,POINT (-113.42247858877394 53.62162363242087),153,183,2,2,7
412044,Basketball Net,Metal,Parks,POINT (-113.57598911995034 53.49129346851344),259,178,6,6,12
438921,Skateboard Fixture,Metal,Parks,POINT (-113.63776499169329 53.497852475362805),69,25,5,4,8
550862,Basketball Net,Unknown,Parks,POINT (-113.45374407883963 53.499323640892314),94,241,7,5,3
355919,Home plate,Plastic,Parks,POINT (-113.62499716224595 53.52670040174364),28,95,3,4,1
344467,Home plate,Plastic,Parks,POINT (-113.46414839578159 53.50604630891177),157,67,7,5,3
31810,Basketball Net,Metal,Parks,POINT (-113.3831204738716 53.593714706146024),396,199,2,3,7
524049,Net Post,Metal,Parks,POINT (-113.47350167628626 53.594274424592946),12,157,1,2,10
414407,Pitching Board,Plastic,Parks,POINT (-113.4786315897423 53.462459676521554),115,237,9,7,3
341140,Home plate,Plastic,Parks,POINT (-113.48287412504224 53.58803762356158),38,152,1,2,10
31723,Basketball Net,Metal,Parks,POINT (-113.47066853874732 53.619399346035046),106,163,1,2,6
336640,Basketball Net,Metal,School Board,POINT (-113.44890075127178 53.59187423605476),242,156,2,3,10
758541,Mileage Marker,Other,Citizen Services,POINT (-113.52798734130448 53.53843797493002),344,144,4,5,9
550969,Basketball Net,Unknown,Parks,POINT (-113.56835218095246 53.491546425106705),240,180,6,6,12
509700,Funnel ball,Unknown,School Board,POINT (-113.41294589591968 53.44917463601171),250,7,9,7,4
31702,Basketball Net,Metal,School Board,POINT (-113.45516703112456 53.59560821157585),237,164,2,3,10
439322,Basketball Net,Metal,Parks,POINT (-113.40408209082305 53.44713372508609),250,7,9,7,4
572765,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.45922257160606 53.603112162423216),15,165,2,3,10
540462,Home plate,Plastic,Parks,POINT (-113.60236349369075 53.50598191078454),221,179,5,4,8
465395,Home plate,Plastic,Parks,POINT (-113.54323727196801 53.4878656973074),263,185,6,5,2
434357,Basketball Net,Metal,Parks,POINT (-113.56787592531988 53.55234648047631),7,195,3,1,9
529573,Home plate,Plastic,Parks,POINT (-113.64509374146587 53.507598190033704),135,97,5,4,8
31855,Basketball Net,Metal,Parks,POINT (-113.52277401981169 53.48078539718908),110,13,6,6,2
31845,Basketball Net,Metal,Parks,POINT (-113.52341434609741 53.48057909031502),110,13,6,6,2
31548,Basketball Net,Plastic,Parks,POINT (-113.64598352325301 53.48030506970592),397,44,5,4,8
551079,Basketball Net,Metal,Parks,POINT (-113.47497256945394 53.52396499702472),269,80,4,5,11
485153,Net Post,Metal,Parks,POINT (-113.51454810853033 53.51976722166862),286,9,6,5,11
466184,Home plate,Plastic,Parks,POINT (-113.50201148212919 53.50236904269554),16,10,6,5,2
,Basketball Net,Metal,Unknown,POINT (-113.68363402709844 53.50250653905828),393,142,5,4,8
31799,Tetherball Pole,Metal,School Board,POINT (-113.43389130719872 53.601625747790536),24,181,2,3,7
31693,Basketball Net,Unknown,School Board,POINT (-113.47824916670666 53.60517955541717),2,161,1,2,10
760444,Mileage Marker,Metal,Citizen Services,POINT (-113.4661602664092 53.55352033348628),289,1,4,5,11
32016,Funnel ball,Plastic,School Board,POINT (-113.50572528724943 53.59082032082507),36,223,1,2,5
437480,Home plate,Plastic,Parks,POINT (-113.43826485788526 53.454855173155),55,238,9,7,3
527716,Basketball Net,Metal,Parks,POINT (-113.43053712334742 53.52059039396741),266,75,7,5,11
538921,Home plate,Plastic,Parks,POINT (-113.62209721660595 53.51736523322667),10,96,3,4,8
540104,Net Post,Metal,Parks,POINT (-113.60440082680452 53.528511513389425),92,93,5,4,1
31928,Basketball Net,Metal,Parks,POINT (-113.54768622259876 53.61819150896153),351,121,1,1,5
31771,Basketball Net,Metal,Parks,POINT (-113.40236957886064 53.569571976782434),252,175,4,3,10
336773,Funnel ball,Plastic,School Board,POINT (-113.40182976420085 53.573057207046574),33,177,4,3,10
414395,Home plate,Plastic,Parks,POINT (-113.47717023060993 53.46245363997039),115,237,9,7,3
31628,Tetherball Pole,Metal,School Board,POINT (-113.44096743875788 53.44851608987302),117,34,9,7,3
528551,Basketball Net,Metal,Parks,POINT (-113.46046009111976 53.513666194236954),374,74,7,5,3
465994,Home plate,Plastic,Parks,POINT (-113.39031754391257 53.574857519154854),243,177,4,3,10
509454,Basketball Net,Unknown,School Board,POINT (-113.53187229249359 53.5099886092748),283,17,6,5,11
364666,Home plate,Plastic,Parks,POINT (-113.60762966011083 53.52758671699183),92,93,5,4,1
528903,Home plate,Plastic,Parks,POINT (-113.68741139658877 53.53597584257302),177,158,3,4,1
32042,Basketball Net,Plastic,Parks,POINT (-113.47577082102478 53.590517115501946),38,152,1,2,10
32034,Basketball Net,Metal,Parks,POINT (-113.50473402508786 53.63239748694116),248,140,1,2,6
363403,Basketball Net,Metal,Parks,POINT (-113.42745337239023 53.59694366015157),215,169,2,3,7
516410,Home plate,Plastic,Parks,POINT (-113.40502721160509 53.56318612784473),252,175,4,3,10
557142,Home plate,Plastic,Parks,POINT (-113.40747719258191 53.47886856327968),125,58,7,7,3
32009,Basketball Net,Metal,Parks,POINT (-113.51391170133724 53.592334544283325),37,224,1,2,5
422828,Home plate,Plastic,Parks,POINT (-113.52678456008256 53.6050045895561),249,225,1,1,5
,Basketball Net,Plastic,Unknown,POINT (-113.54465978189047 53.61064796751271),189,216,1,1,5
613507,Basketball Net,Metal,Parks,POINT (-113.39975663583348 53.46263918024801),108,65,9,7,4
821189,Bike Bump Fixture,Unknown,Parks,POINT (-113.39912143268432 53.46144589182652),108,65,9,7,4
759251,Mileage Marker,Plastic,Citizen Services,POINT (-113.3863062364454 53.567327958721314),195,176,4,3,10
518015,Pitching Board,Plastic,Parks,POINT (-113.62435342056861 53.50819286685166),60,97,5,4,8
31620,Net Post,Metal,Parks,POINT (-113.56767254052004 53.51719754958421),172,23,5,5,8
31636,Basketball Net,Metal,Parks,POINT (-113.44265137285892 53.46109668996338),53,56,9,7,3
514188,Home plate,Plastic,Parks,POINT (-113.64817650859801 53.517291391625044),34,94,3,4,1
,Home plate,Plastic,Unknown,POINT (-113.50920025696612 53.48547007148222),26,19,6,5,2
817864,Home plate,Plastic,Parks,POINT (-113.5754462888668 53.493205118324525),259,178,6,6,12
818966,Bike Bump Fixture,Unknown,Parks,POINT (-113.45123471939603 53.53134598649469),152,91,7,5,11
551164,Basketball Net,Metal,Parks,POINT (-113.5061002552387 53.55544694580937),181,220,3,5,9
524541,Basketball Net,Metal,Parks,POINT (-113.60733161743887 53.53365404438622),31,93,5,1,1
465177,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.58149132884283 53.54779092176557),84,188,3,1,1
471043,Tetherball Pole,Metal,School Board,POINT (-113.53168230063534 53.50973649936987),283,17,6,5,11
528555,Funnel ball,Plastic,School Board,POINT (-113.45618716353917 53.51431348003774),374,74,7,5,3
484150,Chess Table,Plastic,Parks,POINT (-113.51922185750297 53.51116627980449),59,18,6,5,11
429491,Basketball Net,Metal,Parks,POINT (-113.44916332594033 53.44651515256995),117,34,9,7,3
473501,Home plate,Plastic,Parks,POINT (-113.52604556500151 53.62118438811821),190,122,1,1,6
815412,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.42909561976992 53.520569327095835),266,75,7,5,11
815419,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.63674398774934 53.50575004912803),135,97,5,4,8
532078,Net Post,Metal,Parks,POINT (-113.52334345662506 53.48130363854526),110,13,6,6,2
412048,Net Post,Metal,Community League,POINT (-113.57560688384152 53.49121495766766),259,178,6,6,12
530662,Other,Metal,Parks,POINT (-113.36758506842862 53.50272671862376),295,39,7,5,3
498170,Skateboard Fixture,Metal,Parks,POINT (-113.50056546358283 53.49595775338275),50,19,6,5,2
523128,Basketball Net,Metal,Parks,POINT (-113.47460474942544 53.60762122062151),1,162,1,2,6
,Other,Wood,Unknown,POINT (-113.5577749655116 53.41354289492702),210,82,8,6,12
528388,Net Post,Metal,Parks,POINT (-113.48749638244765 53.58991461410262),38,152,1,2,10
518031,Pitching Board,Plastic,Parks,POINT (-113.6260640397168 53.50865814210216),60,97,5,4,8
,Basketball Net,Metal,Parks,POINT (-113.52404983909787 53.544028567547684),182,144,4,5,9
525995,Basketball Net,Metal,Parks,POINT (-113.45053465511054 53.530827217875675),152,91,7,5,11
526920,Tetherball Pole,Metal,School Board,POINT (-113.58403489735876 53.52253312668139),39,83,5,4,1
32023,Tetherball Pole,Metal,School Board,POINT (-113.50308021909385 53.59651057772391),37,224,1,2,5
31895,Basketball Net,Metal,Parks,POINT (-113.5553143137389 53.567941453240216),19,209,3,1,5
551029,Basketball Net,Metal,Parks,POINT (-113.48490492680746 53.50680377241445),272,67,7,5,3
336771,Home plate,Plastic,Parks,POINT (-113.40171883396917 53.57338673178207),33,177,4,3,10
31903,Basketball Net,Wood,School Board,POINT (-113.55496048838717 53.543642187698474),139,145,3,5,9
437492,Basketball Net,Plastic,Parks,POINT (-113.44397469538606 53.45586212193254),55,238,9,7,3
535511,Home plate,Plastic,Parks,POINT (-113.36732550567241 53.50552230369748),349,39,7,5,3
341196,Basketball Net,Metal,Parks,POINT (-113.46139785222617 53.61099156603606),167,166,2,3,6
550909,Basketball Net,Unknown,School Board,POINT (-113.50059248901361 53.48426233726218),26,19,6,5,2
524549,Funnel ball,Plastic,School Board,POINT (-113.60010462976135 53.536272659057936),31,186,5,1,1
527120,Skateboard Fixture,Metal,Parks,POINT (-113.50298495591682 53.44865677542398),163,109,8,6,2
452173,Net Post,Metal,Community League,POINT (-113.64649097620415 53.480018107717676),397,44,5,4,8
427745,Funnel ball,Plastic,School Board,POINT (-113.5720806726831 53.53341244730479),75,85,5,5,1
750586,Net Post,Metal,Community League,POINT (-113.60442377912574 53.505883765696154),221,179,5,4,8
31809,Basketball Net,Metal,Parks,POINT (-113.38296347607002 53.5936955481862),396,199,2,3,7
596327,Home plate,Plastic,Parks,POINT (-113.559768705871 53.46253785137376),264,160,6,6,12
815403,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.43077178066828 53.52001940129264),266,75,7,5,11
744080,Home plate,Plastic,Parks,POINT (-113.4730270068729 53.59196698169892),38,152,1,2,10
,Home plate,Plastic,Unknown,POINT (-113.68427303599636 53.50140038259944),393,142,5,4,8
414416,Other,Plastic,Parks,POINT (-113.47915553035206 53.459532992390926),115,237,9,7,3
32032,Funnel ball,Metal,Parks,POINT (-113.50198415837336 53.623222720055985),191,236,1,2,6
480877,Funnel ball,Plastic,Community League,POINT (-113.55691457455548 53.546815899543255),139,196,3,5,9
495012,Frisbee Golf,Metal,Parks,POINT (-113.39323626004709 53.55443326995976),195,176,4,3,10
551083,Basketball Net,Metal,Parks,POINT (-113.47483938361832 53.52408936674056),269,80,4,5,11
,Funnel ball,Metal,Unknown,POINT (-113.60362624640587 53.51120597989993),208,16,5,4,8
31602,Basketball Net,Metal,Parks,POINT (-113.58167026149823 53.48163912389686),72,178,6,6,12
31684,Basketball Net,Metal,Parks,POINT (-113.45898618697252 53.547321316633564),289,1,4,5,11
815415,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.49926917791605 53.421811028066834),370,100,8,6,2
363192,Basketball Net,Metal,Community League,POINT (-113.4266815302562 53.4745554900055),46,57,7,7,3
484151,Chess Table,Plastic,Parks,POINT (-113.51926505598784 53.51115263746405),59,18,6,5,11
746696,Other,Metal,Citizen Services,POINT (-113.49883211550936 53.511712119023315),13,10,6,5,11
,Frisbee Golf,Metal,Unknown,POINT (-113.39999198060129 53.42791979916814),213,6,9,7,4
536607,Funnel ball,Metal,School Board,POINT (-113.49003899637444 53.52127369152627),315,12,6,5,11
359649,Home plate,Plastic,Parks,POINT (-113.68428133068932 53.489634451349716),361,5,5,4,8
518041,Home plate,Plastic,Parks,POINT (-113.62458960221907 53.506881525843156),60,97,5,4,8
515903,Basketball Net,Metal,Parks,POINT (-113.43538462532136 53.59370825539323),215,169,2,3,7
337139,Home plate,Plastic,Parks,POINT (-113.44627703107086 53.569324348146004),66,168,4,3,10
530890,Home plate,Plastic,Parks,POINT (-113.59658008456269 53.52470549344678),27,99,5,4,1
476259,Home plate,Plastic,Parks,POINT (-113.38837544529345 53.61219460611424),336,184,2,3,7
481519,Home plate,Plastic,Parks,POINT (-113.52328930502328 53.493628461821345),51,197,6,5,2
,Chess Table,Other,Unknown,POINT (-113.47074949988492 53.527841832620524),269,80,4,5,11
528907,Basketball Net,Plastic,Parks,POINT (-113.68834801731596 53.53530586145689),177,158,3,4,1
532079,Net Post,Metal,Parks,POINT (-113.52331562257078 53.481304378516256),110,13,6,6,2
413292,Basketball Net,Metal,School Board,POINT (-113.46659752282557 53.56821811520193),147,150,4,3,10
31880,Tetherball Pole,Metal,Community League,POINT (-113.57064049856308 53.5540357432544),7,195,3,1,9
471271,Basketball Net,Metal,Parks,POINT (-113.53060556998956 53.429833444951925),180,101,8,6,12
470942,Basketball Net,Metal,Parks,POINT (-113.37915161393546 53.605452072874414),105,210,2,3,7
452101,Net Post,Metal,Parks,POINT (-113.45447822187063 53.47447091445608),225,240,7,7,3
340977,Funnel ball,Plastic,School Board,POINT (-113.50200752190447 53.4494615567326),163,109,8,6,2
532073,Net Post,Metal,Parks,POINT (-113.52307890908475 53.48097146538052),110,13,6,6,2
481748,Home plate,Plastic,Parks,POINT (-113.45523328301645 53.58152355464532),207,154,4,3,10
340035,Basketball Net,Metal,Community League,POINT (-113.47911500004592 53.503249323121665),272,67,7,5,3
412781,Home plate,Plastic,Parks,POINT (-113.42615489601755 53.47098285419884),21,57,7,7,3
530658,Basketball Net,Plastic,Parks,POINT (-113.36731128169349 53.50260344850193),295,39,7,5,3
31837,Tetherball Pole,Metal,School Board,POINT (-113.54623788583385 53.49930108610111),277,185,6,5,2
485136,Net Post,Wood,Parks,POINT (-113.51448963999641 53.51938209691391),286,9,6,5,11
494988,Net Post,Metal,Parks,POINT (-113.38291891629379 53.55957195215956),195,176,4,3,10
431625,Net Post,Metal,Parks,POINT (-113.49734260598616 53.554958951902194),181,220,3,5,9
478301,Net Post,Metal,Parks,POINT (-113.45831209365498 53.54466272581577),289,1,4,5,11
31577,Tetherball Pole,Metal,School Board,POINT (-113.60342021980405 53.5115207994344),208,16,5,4,8
363796,Home plate,Plastic,Parks,POINT (-113.49529702479535 53.5326345650003),366,24,4,5,9
31819,Basketball Net,Metal,Parks,POINT (-113.37226086648246 53.610745228677196),321,210,2,3,7
550980,Basketball Net,Unknown,Parks,POINT (-113.54447292621663 53.48727423354364),263,185,6,5,2
532417,Basketball Net,Metal,Parks,POINT (-113.42438442579814 53.53087893058802),23,123,7,5,11
31842,Net Post,Metal,Parks,POINT (-113.52668606166102 53.47351533892672),47,172,6,6,2
31566,Basketball Net,Metal,School Board,POINT (-113.62400829424041 53.49375980109598),137,43,5,4,8
31798,Tetherball Pole,Metal,School Board,POINT (-113.43388997308138 53.60153887159847),24,181,2,3,7
607677,Basketball Net,Metal,Parks,POINT (-113.52767287442225 53.44332857244276),309,108,8,6,2
462612,Net Post,Metal,Parks,POINT (-113.55876958464985 53.56125871675504),19,209,3,1,5
515008,Home plate,Plastic,Parks,POINT (-113.63668213946478 53.52616347496362),65,159,3,4,1
344468,Home plate,Plastic,Parks,POINT (-113.46523939224404 53.505235976949834),157,67,7,5,3
31544,Basketball Net,Plastic,Parks,POINT (-113.64634409985828 53.48017974477298),397,44,5,4,8
414399,Home plate,Plastic,Parks,POINT (-113.47641829382017 53.461998838867295),115,237,9,7,3
354540,Basketball Net,Metal,School Board,POINT (-113.49653154907428 53.56637304069117),4,151,3,1,5
532903,Home plate,Plastic,Parks,POINT (-113.67575929575237 53.51865134790076),341,158,3,4,1
439323,Basketball Net,Metal,Parks,POINT (-113.40409291824905 53.44723546149082),250,7,9,7,4
353862,Home plate,Plastic,Parks,POINT (-113.53822255432566 53.477569357237726),110,13,6,6,2
540117,Net Post,Metal,Parks,POINT (-113.60504042321304 53.528192987613195),92,93,5,4,1
469839,Basketball Net,Wood,Parks,POINT (-113.506778146682 53.63249820227598),248,140,1,2,6
337671,Home plate,Plastic,Parks,POINT (-113.42801091868638 53.610322038425316),11,182,2,3,7
471042,Funnel ball,Plastic,School Board,POINT (-113.53159341296346 53.50956724668806),283,17,6,5,11
471356,Basketball Net,Metal,School Board,POINT (-113.48116219030028 53.63498061970214),299,190,1,2,6
459500,Net Post,Metal,Citizen Services,POINT (-113.49825317880453 53.511470941065525),13,10,6,5,11
