ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
815414,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.42971078271594 53.52101484042087),266,75,7,5,11
518018,Pitching Board,Plastic,Parks,POINT (-113.62501490923054 53.50846230182113),60,97,5,4,8
815424,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.63648180664794 53.505698771425195),135,97,5,4,8
430228,Skateboard Fixture,Metal,Parks,POINT (-113.47650963356428 53.55169121657412),154,153,4,5,9
758542,Mileage Marker,Other,Citizen Services,POINT (-113.526364336641 53.536708860306156),344,144,4,5,9
476269,Pitching Board,Plastic,Parks,POINT (-113.39037131887079 53.61261826971589),336,184,2,3,7
441193,Home plate,Plastic,Parks,POINT (-113.45289715708557 53.470140334576826),40,239,7,7,3
484148,Tetherball Pole,Metal,Community League,POINT (-113.52364104404593 53.51389619207277),59,18,6,5,11
412045,Basketball Net,Metal,Parks,POINT (-113.5761568339231 53.49129525398845),259,178,6,6,12
551133,Basketball Net,Unknown,School Board,POINT (-113.54378805295038 53.57762284332758),48,107,3,1,5
31803,Funnel ball,Plastic,Parks,POINT (-113.39384398701753 53.59308900368548),391,199,2,3,7
522982,Home plate,Plastic,Parks,POINT (-113.60494988735257 53.51551226117967),9,98,5,4,8
439736,Home plate,Plastic,Parks,POINT (-113.58589916972056 53.55772834823963),6,188,3,1,1
750470,Basketball Net,Metal,School Board,POINT (-113.53957599552342 53.57847307483589),18,106,3,1,5
512144,Other,Metal,Citizen Services,POINT (-113.45910843418922 53.55300041729919),289,1,4,5,11
342380,Home plate,Plastic,Parks,POINT (-113.50415631060469 53.62327286250718),191,236,1,2,6
439508,Home plate,Plastic,Parks,POINT (-113.5871813574592 53.47537558142156),71,64,6,6,12
465478,Home plate,Plastic,Parks,POINT (-113.50881390443203 53.591318788346825),36,223,1,2,5
,Pitching Board,Plastic,Unknown,POINT (-113.50809584823607 53.485445272090566),26,19,6,5,2
465480,Net Post,Metal,Parks,POINT (-113.51140355439858 53.59037355056268),36,223,1,2,5
613236,Home plate,Plastic,Parks,POINT (-113.40595733347318 53.442381357549706),186,7,9,7,4
614333,Net Post,Wood,Parks,POINT (-113.38621634914146 53.44636063043424),328,119,9,7,4
427743,Basketball Net,Metal,Community League,POINT (-113.56862603908566 53.53302457686506),75,85,5,5,1
476280,Pitching Board,Plastic,Parks,POINT (-113.39141612757423 53.61322073782196),336,184,2,3,7
31650,Basketball Net,Metal,Parks,POINT (-113.4258670466776 53.468178431099346),21,57,7,7,3
758532,Mileage Marker,Other,Citizen Services,POINT (-113.52842801101579 53.538317350974125),344,144,4,5,9
428612,Home plate,Plastic,Parks,POINT (-113.5620076839765 53.576042895868284),49,215,3,1,5
432802,Home plate,Plastic,Parks,POINT (-113.52819665628235 53.596233050713714),253,49,1,1,5
550978,Basketball Net,Unknown,Parks,POINT (-113.5444729704931 53.48739019453929),263,185,6,5,2
532432,Home plate,Plastic,Parks,POINT (-113.42486720143951 53.5367114652695),23,123,7,5,11
31811,Tetherball Pole,Unknown,Parks,POINT (-113.3828780022981 53.5937473591166),396,199,2,3,7
473492,Home plate,Plastic,Parks,POINT (-113.53374108656884 53.624423351037905),190,122,1,1,6
31985,Net Post,Metal,School Board,POINT (-113.50386748224008 53.51375032661741),13,9,6,5,11
452100,Net Post,Metal,Parks,POINT (-113.4546651648832 53.47446714610152),225,240,7,7,3
31563,Basketball Net,Metal,School Board,POINT (-113.62422312228695 53.493621964019),137,43,5,4,8
354541,Basketball Net,Metal,School Board,POINT (-113.49665229397672 53.566370615788244),4,151,3,1,5
31617,Basketball Net,Wood,Community League,POINT (-113.58861945542361 53.50849882406968),68,16,5,4,8
31625,Basketball Net,Metal,Parks,POINT (-113.4298673102187 53.44100521422553),251,14,9,7,3
550860,Basketball Net,Unknown,Parks,POINT (-113.45335066092345 53.499533598860445),94,241,7,5,3
31711,Funnel ball,Metal,School Board,POINT (-113.47525831820462 53.607291480359514),1,162,1,2,6
414428,Pitching Board,Plastic,Parks,POINT (-113.48005339196023 53.46109489049493),115,237,9,7,3
428159,Basketball Net,Metal,Parks,POINT (-113.55632685641602 53.607405731250864),378,216,1,1,5
518016,Pitching Board,Plastic,Parks,POINT (-113.62479712215588 53.50846320813928),60,97,5,4,8
551592,Basketball Net,Metal,Parks,POINT (-113.63807826984305 53.497818333827496),69,25,5,4,8
31708,Funnel ball,Metal,School Board,POINT (-113.47534086736161 53.60687745728138),1,162,1,2,6
31734,Basketball Net,Metal,Parks,POINT (-113.45725644140566 53.60742461298564),167,166,2,3,6
31705,Basketball Net,Metal,School Board,POINT (-113.45516298985798 53.59576769738173),237,164,2,3,10
32039,Basketball Net,Metal,Parks,POINT (-113.49806151687795 53.616305910629436),192,236,1,2,6
532791,Basketball Net,Metal,Parks,POINT (-113.60356165954147 53.511316363895176),208,16,5,4,8
337670,Home plate,Plastic,Parks,POINT (-113.41996658867303 53.6109414688473),11,182,2,3,7
31849,Basketball Net,Metal,Parks,POINT (-113.5234136105469 53.48078573430737),110,13,6,6,2
529571,Home plate,Plastic,Parks,POINT (-113.64304635363361 53.50755024841495),135,97,5,4,8
614134,Home plate,Plastic,Parks,POINT (-113.4481316680422 53.4472727058667),117,34,9,7,3
,Funnel ball,Metal,Unknown,POINT (-113.4082638347743 53.483439257191705),275,58,7,7,3
341324,Basketball Net,Metal,Parks,POINT (-113.40081196625125 53.475811134972695),125,58,7,7,3
459924,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68370070550888 53.52154552363277),222,158,3,4,1
525204,Home plate,Plastic,Parks,POINT (-113.48407058482911 53.50675274340332),272,67,7,5,3
494986,Net Post,Metal,Parks,POINT (-113.3826989534541 53.55957366396788),195,176,4,3,10
336641,Home plate,Plastic,Parks,POINT (-113.45740103815433 53.58798451154865),242,156,2,3,10
469456,Tetherball Pole,Metal,Parks,POINT (-113.52759328388908 53.6123963974495),170,225,1,1,5
537046,Basketball Net,Metal,Parks,POINT (-113.4618462971629 53.530648692737756),342,126,4,5,11
413289,Basketball Net,Metal,Parks,POINT (-113.47251646520671 53.56772911142307),147,150,4,3,10
340474,Home plate,Plastic,Parks,POINT (-113.54652668868181 53.561877206524684),104,48,3,1,5
527719,Home plate,Plastic,Parks,POINT (-113.4292835653992 53.5205358607137),266,75,7,5,11
361164,Basketball Net,Metal,Parks,POINT (-113.49959935701484 53.57641425366634),5,151,3,1,5
31592,Basketball Net,Metal,Parks,POINT (-113.52499781672932 53.45871668065834),140,171,6,6,2
465479,Home plate,Plastic,Parks,POINT (-113.505295661208 53.58974152959923),36,223,1,2,5
550908,Basketball Net,Unknown,School Board,POINT (-113.50081787296538 53.48425945971916),26,19,6,5,2
437479,Other,Metal,Parks,POINT (-113.44046817881481 53.45399697339608),55,238,9,7,3
432758,Tetherball Pole,Metal,Parks,POINT (-113.44217657813519 53.460544111740155),53,56,9,7,3
747034,Funnel ball,Metal,Parks,POINT (-113.38863038841512 53.438769886720905),328,119,9,7,4
522089,Home plate,Plastic,Parks,POINT (-113.47014547203581 53.53582349153531),398,126,4,5,11
31754,Frisbee Golf,Metal,Parks,POINT (-113.39363821324285 53.55433515534818),195,176,4,3,10
364331,Home plate,Plastic,Parks,POINT (-113.45507067474269 53.53884805593629),293,1,4,5,11
476281,Pitching Board,Plastic,Parks,POINT (-113.39176071562628 53.61332628985495),336,184,2,3,7
758539,Mileage Marker,Other,Citizen Services,POINT (-113.52992621217246 53.536035811840165),344,144,4,5,9
495001,Home plate,Plastic,Parks,POINT (-113.38363406748442 53.55669428829138),195,176,4,3,10
473499,Home plate,Plastic,Parks,POINT (-113.52389808630986 53.62275867580374),190,122,1,1,6
,Home plate,Plastic,Unknown,POINT (-113.52393864092221 53.61838318500754),190,122,1,1,6
498024,Home plate,Plastic,Parks,POINT (-113.5304816028026 53.48348194704918),148,197,6,5,2
363512,Basketball Net,Metal,Parks,POINT (-113.44918052987816 53.6211585783818),278,167,2,2,6
31960,Tetherball Pole,Metal,School Board,POINT (-113.45899024581966 53.46239515536436),54,56,9,7,3
31962,Funnel ball,Plastic,School Board,POINT (-113.45211759229471 53.469074085410874),40,239,7,7,3
523320,Net Post,Metal,Parks,POINT (-113.45195236864485 53.543141945039366),293,1,4,5,11
363193,Basketball Net,Metal,Community League,POINT (-113.42672133612679 53.47464036099415),46,57,7,7,3
412665,Basketball Net,Metal,Community League,POINT (-113.40458637056643 53.44124454436095),186,7,9,7,4
476856,Home plate,Plastic,Parks,POINT (-113.3936245430651 53.604995136174686),144,184,2,3,7
429615,Home plate,Plastic,Parks,POINT (-113.6237642179486 53.494185977853974),137,43,5,4,8
477520,Home plate,Plastic,Parks,POINT (-113.4024336566905 53.54435425388576),394,30,4,5,11
551030,Basketball Net,Metal,Parks,POINT (-113.48476215489049 53.50699324041603),272,67,7,5,3
518634,Basketball Net,Metal,School Board,POINT (-113.42283759656887 53.55515295901297),41,31,4,5,11
429485,Funnel ball,Plastic,Parks,POINT (-113.44887237206865 53.44576101442866),117,34,9,7,3
412050,Net Post,Metal,Community League,POINT (-113.5753863313313 53.49121390210415),259,178,6,6,12
31637,Basketball Net,Metal,Parks,POINT (-113.44287054078167 53.46116819588115),53,56,9,7,3
528755,Home plate,Plastic,Parks,POINT (-113.63408148096447 53.533651291679114),132,159,3,4,1
31984,Net Post,Metal,School Board,POINT (-113.50386878992543 53.51366470215241),13,9,6,5,11
,Basketball Net,Metal,Parks,POINT (-113.5240582967256 53.54419588096868),182,144,4,5,9
540103,Net Post,Metal,Parks,POINT (-113.60437687268431 53.528510924633416),92,93,5,4,1
551260,Basketball Net,Metal,Parks,POINT (-113.43538019358103 53.593785527231724),215,169,2,3,7
363043,Basketball Net,Metal,Parks,POINT (-113.5081398820844 53.509580102951766),13,10,6,5,11
540109,Net Post,Metal,Parks,POINT (-113.60503722423203 53.52851527501356),92,93,5,4,1
818970,Bike Bump Fixture,Metal,Parks,POINT (-113.36319687725481 53.46875701861594),161,40,7,7,4
530646,Skateboard Fixture,Plastic,Parks,POINT (-113.36822023385227 53.50213864782032),295,39,7,5,3
529684,Pitching Board,Plastic,Parks,POINT (-113.59233966963107 53.5146583690619),241,116,5,4,8
532907,Funnel ball,Plastic,Parks,POINT (-113.53737813682046 53.57433054127042),18,106,3,1,5
522713,Basketball Net,Metal,Parks,POINT (-113.45616852082264 53.59322595116984),237,164,2,3,10
475427,Home plate,Plastic,Parks,POINT (-113.52565946277937 53.5910062682143),70,104,1,1,5
354293,Home plate,Plastic,Parks,POINT (-113.5470111632844 53.57618287229148),48,107,3,1,5
523326,Basketball Net,Metal,Parks,POINT (-113.4554591652425 53.539851787219675),293,1,4,5,11
361080,Basketball Net,Metal,Parks,POINT (-113.6922146346891 53.553424833378365),93,147,3,1,1
760439,Mileage Marker,Metal,Citizen Services,POINT (-113.4605001947593 53.55121143156814),289,1,4,5,11
344883,Home plate,Plastic,Parks,POINT (-113.47887608523465 53.604182420243866),2,161,1,2,10
478687,Home plate,Plastic,Parks,POINT (-113.50323017043497 53.458526097185256),281,173,6,6,2
431622,Net Post,Metal,Parks,POINT (-113.50360768625431 53.55550420303646),181,220,3,5,9
,Home plate,Plastic,Unknown,POINT (-113.63595500085185 53.49046730127594),61,43,5,4,8
815426,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.49726124878266 53.41819038872456),370,100,8,6,2
528390,Net Post,Metal,Parks,POINT (-113.48727495625691 53.58991434842828),38,152,1,2,10
526918,Tetherball Pole,Metal,School Board,POINT (-113.58403751090023 53.522725505576844),39,83,5,4,1
439737,Home plate,Plastic,Parks,POINT (-113.58696109617172 53.55773888512888),6,188,3,1,1
429498,Basketball Net,Metal,Parks,POINT (-113.44153591920293 53.44872069667795),117,34,9,7,3
31731,Basketball Net,Metal,Parks,POINT (-113.45748969197184 53.607506918649484),167,166,2,3,6
364663,Home plate,Plastic,Parks,POINT (-113.60640930257097 53.52911455773755),92,93,5,4,1
338237,Home plate,Plastic,Parks,POINT (-113.47354239506446 53.60950347817939),1,162,1,2,6
31997,Basketball Net,Metal,Parks,POINT (-113.45898899268758 53.54746038440014),289,1,4,5,11
339145,Home plate,Plastic,Parks,POINT (-113.60060029035678 53.536104732907994),31,186,5,1,1
524758,Home plate,Plastic,Parks,POINT (-113.4130523113235 53.55086491824365),239,30,4,5,11
437499,Basketball Net,Plastic,Parks,POINT (-113.443280362198 53.455858426852),55,238,9,7,3
471268,Basketball Net,Metal,Parks,POINT (-113.53029617795973 53.42984380203771),180,101,8,6,12
,Basketball Net,Unknown,Unknown,POINT (-113.52685118769405 53.609696618501104),170,225,1,1,5
414433,Home plate,Plastic,Parks,POINT (-113.48309432270631 53.46237253094281),115,237,9,7,3
525994,Basketball Net,Metal,Parks,POINT (-113.45074845652127 53.53082820010547),152,91,7,5,11
524050,Net Post,Metal,Parks,POINT (-113.47369658358782 53.59427356928664),12,157,1,2,10
341201,Basketball Net,Metal,Parks,POINT (-113.46152820338551 53.61104846107329),167,166,2,3,6
422050,Basketball Net,Metal,Parks,POINT (-113.48352949868249 53.57138644329519),42,155,4,3,10
342865,Home plate,Plastic,Parks,POINT (-113.4594610998227 53.621634773107175),169,167,2,2,6
533853,Net Post,Metal,Parks,POINT (-113.49924050896887 53.50709888780165),13,10,6,5,11
359651,Basketball Net,Metal,Parks,POINT (-113.67070547211972 53.48905024205763),361,5,5,4,8
507800,Tetherball Pole,Metal,School Board,POINT (-113.5345045141575 53.47775405257231),110,13,6,6,2
341088,Basketball Net,Metal,Parks,POINT (-113.45599462040418 53.60550667730912),15,165,2,3,10
501023,Net Post,Metal,Parks,POINT (-113.45251739908329 53.5636371946964),130,153,4,3,10
,Basketball Net,Metal,Unknown,POINT (-113.50718892630849 53.47603471693212),142,20,6,6,2
550865,Basketball Net,Unknown,Parks,POINT (-113.45323320074 53.49932022869124),94,241,7,5,3
427739,Net Post,Metal,Community League,POINT (-113.56862728503908 53.533218835301106),75,85,5,5,1
31608,Basketball Net,Wood,School Board,POINT (-113.57469123332865 53.49485101416374),259,178,6,6,12
746693,Other,Metal,Citizen Services,POINT (-113.49950273478193 53.510897403768496),13,10,6,5,11
610643,Basketball Net,Metal,Parks,POINT (-113.56966158816618 53.525744743274494),32,115,5,5,1
551081,Basketball Net,Metal,Parks,POINT (-113.47470848667726 53.52402866341125),269,80,4,5,11
815406,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.430654783657 53.519763057418245),266,75,7,5,11
473493,Home plate,Plastic,Parks,POINT (-113.53193918431882 53.625020857859276),190,122,1,1,6
452104,Basketball Net,Metal,Community League,POINT (-113.45752897123113 53.47679812320934),225,240,7,7,3
31867,Basketball Net,Metal,Community League,POINT (-113.59748943289284 53.547883780567595),30,87,3,1,1
422046,Basketball Net,Metal,Parks,POINT (-113.47907754381859 53.57581071222318),42,155,4,3,10
448848,Net Post,Metal,Parks,POINT (-113.50890341965449 53.52889752379342),288,3,6,5,11
414431,Pitching Board,Plastic,Parks,POINT (-113.48173050640304 53.46229419064942),115,237,9,7,3
459503,Net Post,Metal,Citizen Services,POINT (-113.49830100012149 53.511493319344595),13,10,6,5,11
509719,Basketball Net,Metal,School Board,POINT (-113.40377621255087 53.446019719504314),250,7,9,7,4
557139,Skateboard Fixture,Metal,Parks,POINT (-113.40396590639953 53.478289658412365),125,58,7,7,3
340562,Basketball Net,Metal,Community League,POINT (-113.58460288809027 53.5212773698029),39,83,5,4,1
420516,Basketball Net,Metal,Parks,POINT (-113.5824541949343 53.46021717448117),284,69,8,6,12
,Frisbee Golf,Metal,Unknown,POINT (-113.4016625071132 53.42743440745169),213,6,9,7,4
515009,Home plate,Plastic,Parks,POINT (-113.63060701244666 53.52603321900087),65,159,3,4,1
345833,Skateboard Fixture,Metal,Parks,POINT (-113.58995563939986 53.508800967040905),68,16,5,4,8
340560,Basketball Net,Metal,Community League,POINT (-113.58472457275205 53.52112631798773),39,83,5,4,1
31820,Basketball Net,Metal,Parks,POINT (-113.37218520092733 53.610694509468566),321,210,2,3,7
551202,Basketball Net,Unknown,School Board,POINT (-113.4783498860004 53.605119555144576),2,161,1,2,10
420514,Home plate,Plastic,Parks,POINT (-113.57803139706954 53.46068474040085),284,69,8,6,12
760427,Mileage Marker,Metal,Citizen Services,POINT (-113.463548023862 53.550091282587545),289,1,4,5,11
412778,Home plate,Plastic,Parks,POINT (-113.42754825151418 53.46868760235344),21,57,7,7,3
414412,Other,Metal,Parks,POINT (-113.48002392557585 53.45928184935848),115,237,9,7,3
412043,Funnel ball,Metal,School Board,POINT (-113.57765113196767 53.49301827772482),259,178,6,6,12
532912,Funnel ball,Plastic,Parks,POINT (-113.53957450786467 53.578946140276265),18,106,3,1,5
470382,Home plate,Plastic,Parks,POINT (-113.55990793406865 53.561283057699434),19,209,3,1,5
485142,Net Post,Metal,Parks,POINT (-113.51380258425029 53.51938227762553),286,9,6,5,11
530650,Skateboard Fixture,Metal,Parks,POINT (-113.36833467896423 53.50231679879117),295,39,7,5,3
,Other,Plastic,Unknown,POINT (-113.5084872744224 53.48541687336061),26,19,6,5,2
433048,Basketball Net,Metal,Parks,POINT (-113.56647352792162 53.51603721614749),172,23,5,5,8
340094,Basketball Net,Metal,Parks,POINT (-113.43587994559346 53.57007432106471),8,168,4,3,10
433420,Home plate,Plastic,Parks,POINT (-113.5969358288418 53.55580288325447),57,87,3,1,1
437497,Basketball Net,Plastic,Parks,POINT (-113.4434618980756 53.455724409109486),55,238,9,7,3
550876,Basketball Net,Metal,School Board,POINT (-113.5398922039953 53.47534560277211),255,170,6,6,2
432804,Home plate,Plastic,Parks,POINT (-113.52985778742415 53.595449439609105),253,49,1,1,5
523126,Home plate,Plastic,Parks,POINT (-113.48483443570454 53.60965095549286),1,162,1,2,6
31629,Tetherball Pole,Metal,School Board,POINT (-113.44083219130795 53.44854341384448),117,34,9,7,3
31795,Tetherball Pole,Metal,School Board,POINT (-113.43415405252522 53.60162685564685),24,181,2,3,7
434354,Basketball Net,Metal,Parks,POINT (-113.5678414660863 53.55208762111903),7,195,3,1,9
760416,Mileage Marker,Metal,Citizen Services,POINT (-113.4635156268316 53.553247634931516),289,1,4,5,11
31966,Basketball Net,Metal,Parks,POINT (-113.50598661803903 53.473242452968016),143,20,6,6,2
746690,Other,Metal,Citizen Services,POINT (-113.50016259423847 53.51089899798647),13,10,6,5,11
31551,Funnel ball,Plastic,School Board,POINT (-113.64664278892056 53.50606618272512),135,97,5,4,8
462609,Net Post,Metal,Parks,POINT (-113.55899485143425 53.560920145037606),19,209,3,1,5
474520,Home plate,Plastic,Parks,POINT (-113.45669644575169 53.430452799941165),128,28,9,7,4
758543,Mileage Marker,Other,Citizen Services,POINT (-113.52612934688572 53.5366526762024),344,144,4,5,9
527971,Home plate,Plastic,Parks,POINT (-113.45650818640607 53.60584496963044),15,165,2,3,10
31929,Basketball Net,Metal,Parks,POINT (-113.54751799310604 53.61818976066333),351,121,1,1,5
465487,Net Post,Metal,Parks,POINT (-113.51140560790829 53.590703411925816),36,223,1,2,5
540115,Net Post,Metal,Parks,POINT (-113.60482103450092 53.52819008996293),92,93,5,4,1
509456,Basketball Net,Unknown,School Board,POINT (-113.53174770493901 53.509807893604226),283,17,6,5,11
